"i","w","phi_logit","phi","log_K","K","log_psi","psi","mu_rho","rho","r","kappa","gamma"
253,7.49985892859522e-05,-0.546442362180955,0.366690201357001,7.94613607381753,2824.6396384056,4.65475207389773,105.083163909799,-1.7900966238992,0.143060877516517,0.0221679983176559,0.0567250873506792,0.505941457310329
254,3.44578139107804e-05,0.855202085319312,0.701657258738236,8.66218363289526,5780.14260146174,5.0901621974725,162.416203414868,-1.65915760885677,0.159875110344405,0.107345602920915,0.242997929257244,0.521451715727532
255,8.45765648131349e-08,-0.652868028951737,0.342343524905819,7.82512445105533,2502.69755481193,4.77358504455644,118.342746384684,-1.8086650254264,0.140799546900011,0.0305494286717854,0.372526305460532,0.43459072972556
256,1.0597496934857e-07,-0.578215179663145,0.359343384121019,8.09433063135819,3275.84336634264,4.73106312470065,113.416073707417,-1.84899240941846,0.135991243093274,0.0350310840190799,0.417267186057108,0.418744222452034
257,1.31564536035564e-05,-0.61068128014898,0.351903804375078,7.95297777179725,2844.03122977747,4.85053145230476,127.808295813417,-2.00374093333771,0.118810707199966,0.0567819686503028,0.30205932061777,0.506475084704455
258,4.54251725314064e-07,-0.583576985608046,0.358109945306013,7.86171555574003,2595.97008884238,4.64432619261755,103.993270739238,-1.92549695246523,0.127249837644031,0.0712286590495231,0.489922980915972,0.483138585631297
259,1.65062573272145e-05,-0.594639733304047,0.355570993602772,7.45812449704263,1733.89308433978,4.54217663109904,93.8949525303497,-1.95541596845783,0.123964001808348,0.0601867416530153,0.179664087782903,0.405002107812501
260,3.27472892694938e-06,-0.334084794708609,0.417247062883263,8.40369757853875,4463.54056411226,5.59671272760968,269.538901699154,-1.62884166626505,0.163989103127367,0.342794391405295,1.3593402840769,0.789311255503041
261,3.73137688157364e-06,-0.658799801295951,0.341009271050583,9.12929709957198,9221.53786769834,5.35733559626632,212.158915710044,-1.6734417069071,0.157965849239504,0.149783359074133,1.08101951274998,0.260851471753856
262,8.78446524914057e-07,-0.629165644898738,0.347699749355775,7.98866467748043,2947.35865622968,4.75291335418026,115.921513480855,-2.06369112060404,0.112676262708012,0.0437598220221924,0.585127844205514,0.406679931536451
263,1.66508195264988e-07,-0.617319337974159,0.350391371393036,7.52794585082223,1859.28233494195,4.5801327265703,97.5273378171133,-1.92163733367226,0.127679093576025,0.0290896932222605,0.426750839530405,0.48059472219305
264,0.000545361535884701,-0.0968874888854535,0.475797057942719,8.22839985873833,3745.83508873075,5.48007886342747,239.865623253542,-1.52191355319453,0.179179911788748,0.165196420757447,1.31188943272873,0.572832762262461
265,2.23730177946723e-07,-0.664559499391736,0.339716128229683,8.07815946465274,3223.29518500137,4.66480622865563,106.14501536679,-1.84108298567308,0.136923260108542,0.0403378541245491,0.333948450297348,0.402393837817601
266,2.84326807425996e-06,-0.383784376494337,0.40521447669871,7.99343583698092,2961.45457468144,5.25462258759474,191.449216908198,-1.29176361408051,0.215554450435575,0.100076205744366,1.33159500960586,0.711177256944526
267,1.32309438298999e-05,-0.575491209599254,0.35997072481493,7.51131422919194,1828.61518377295,4.43465485426561,84.323016135869,-2.02775333305392,0.116319656612444,0.0578322659221597,0.371860626697789,0.471608884485321
268,7.81439557483254e-07,-0.64344440043919,0.34446834354122,8.14981573483424,3462.74094415543,4.69864042996509,109.797793139863,-1.89349215515934,0.130846808639273,0.0301849759689293,0.197787023929677,0.450697422946084
269,6.65506091175815e-05,-0.519702861759262,0.37292171717004,8.43262153907962,4594.52905634703,4.50114230603311,90.1200171650742,-1.9911772544326,0.120132370328181,0.0298242320398582,0.714138136178768,0.457988603326419
270,5.98808639434525e-08,-0.604259251105644,0.353369849877194,7.64108150288853,2081.9942822396,4.64137198801409,103.686506685085,-1.83357916617352,0.137812444463075,0.046961460608458,0.486870053650015,0.438709700758452
271,1.31045288709658e-07,-0.618481499791148,0.350126889321731,7.95173894013214,2840.51013530543,4.72256889260699,112.456771290839,-1.98011233625264,0.121306863291743,0.0340693921057637,0.383216844036596,0.472617020858031
272,0.000255715549898002,-0.625327041713437,0.348570870550375,9.71255122985917,16523.7039147564,5.51033306113362,247.233457211906,-2.16379092187137,0.103049527674295,0.0654337453459287,0.708902602325696,0.362989287388996
273,0.00175294186229043,-0.537603482921181,0.36874524911021,8.46292138461169,4735.87311501437,5.02273218179837,151.825552646242,-1.47230317778345,0.186592794676331,0.214133223361913,0.926340222094373,0.736762142285045
274,7.32114693404466e-07,-0.603682432131667,0.35350166392654,7.88226463533533,2649.86675169105,4.80219454350485,121.777370228803,-1.65763864326257,0.16007923571815,0.0452827603236768,0.390767457581183,0.477041213801071
275,6.39769155557115e-05,0.00125518508269865,0.500313796229476,8.01379883846912,3022.37685370881,5.15354672647131,173.044143462386,-1.58992050182918,0.169395082063539,0.0857602379551432,0.266827329237631,0.49460314788428
276,3.65606932479734e-07,-0.559734277222104,0.363608945070926,7.57398884378226,1946.89065645488,4.62048506782921,101.543275561626,-1.6879050260713,0.156051548298301,0.053049267211204,0.462836695459795,0.465961811416543
277,0.00022565402970192,0.0643288475207728,0.516076668222656,8.70482456312135,6031.94362177471,5.10150210726805,164.268470935129,-1.43363341516636,0.192533187274427,0.112989155143844,0.559333069364525,0.466705051934636
278,2.24269855808716e-05,-0.593722123847829,0.355781282728827,8.21943667588799,3712.41050301351,4.56938769840289,96.4850137543788,-2.02864376105094,0.116228161322613,0.0193379149997569,0.271216597436582,0.526703480336496
279,7.23932403656854e-05,-0.792022470183778,0.311734570905204,8.94067647386149,7636.3611074632,5.33595799134626,207.67160114008,-1.45069943372246,0.189893945825285,0.11024844287778,0.942555665143245,0.271909052985085
280,0.00832204750491992,-0.500786921895,0.377355757060341,9.67638705358419,15936.8139322214,5.61506266381059,274.530581788763,-2.16029390440532,0.103373207109939,0.0915347112721712,0.644690989470157,0.347027510934683
281,1.98541041901468e-05,0.738739826742574,0.676720229602842,8.72260666223761,6140.16357851099,4.88548647603959,132.354837132345,-1.40185297472752,0.197522236972613,0.0837189255081399,0.383719517937223,0.52919944023545
282,4.82711365301245e-06,0.693561593867667,0.666758752151268,8.05504810370137,3149.6546903555,5.03053251580574,153.014473629788,-1.53764702505753,0.176877588469836,0.0837931289004674,0.290959237515031,0.473251802066964
283,0.00276876762522932,-0.753342453962384,0.32009343343424,9.3021875950734,10961.9733565334,5.30061956479443,200.46097006792,-1.81478291689974,0.14006105993296,0.141431356032142,0.582811677979689,0.354587557056765
284,6.58328517022874e-05,-0.116902048758623,0.470807725592265,9.32014379853204,11160.5866139964,5.08565540936244,161.685874954397,-1.68622573096424,0.156272838324514,0.140706313269378,0.871897646015973,0.301751370996189
285,0.0159454587688403,0.253458589369832,0.563027593737974,7.16148505944823,1288.82349192625,5.68469213167209,294.327217072582,-1.4206344707257,0.194562137867196,0.054838740017577,0.0281776035300298,0.280650046907928
286,0.000104602509970226,0.0965487792355915,0.524118462363231,7.57853144102032,1955.7547142533,5.2233510938462,185.554955427481,-1.69471682838579,0.155156537982685,0.0903175035081427,0.288670910406178,0.495937416279499
287,9.02916446781873e-06,-0.572873717170301,0.360573994381887,7.21078380907112,1353.95309229347,4.88326252050574,132.060812929436,-1.83069486426658,0.138155515873839,0.0466754601629944,0.468042701042141,0.424191828742847
288,2.20129549161735e-08,-0.612588834751503,0.351468876133439,8.21231295906731,3686.05831606847,4.6657259044159,106.242679267173,-1.74980812695851,0.148071400464068,0.00144206914606056,0.375899705040409,0.441231938291761
289,6.1164684900251e-07,-0.726030914036862,0.326066319593171,7.67879087924058,2162.00406681538,4.75217387672574,115.835823821833,-1.88961505025904,0.131288367391987,0.0472587405460043,0.347329041516841,0.480458863729718
290,1.76432753642953e-06,-0.344912822706895,0.414616589485348,8.20128595771144,3645.63542724445,5.30525448819477,201.392247842335,-1.25386143352259,0.222032422002039,0.120245541477489,1.26864997815833,0.694881519327902
291,3.55818949258073e-05,-0.0603865621908583,0.4849079453181,7.96603817123632,2881.41903202379,5.88546915513797,359.771517064488,-1.48066985461882,0.185326263029885,0.0953978285570489,0.793336165220104,0.250953706358511
292,8.19204391780566e-07,-0.663713249631727,0.339905975474768,7.96076927641549,2866.27706395784,4.48611689580328,88.7760490580768,-1.88071219237057,0.132307091074388,0.0570007250126281,0.400375818322948,0.471716995540027
293,1.2158155837683e-05,-0.630164404187681,0.347473260591463,8.41699385231678,4523.28533268023,4.54677695007998,94.3278943343623,-1.9373950058757,0.125934321595632,0.0680380663573023,0.373554147466849,0.394011342017878
294,6.62257980376937e-06,-0.506438729727826,0.376028740762456,8.66405575941681,5790.97389533704,5.13130328740643,169.237539531381,-1.11171709621329,0.247550907356892,0.100370846663497,1.26987271150115,0.722835074967968
295,2.25405748603428e-05,0.028828205253929,0.507206552227367,8.06878456834948,3193.21833086576,5.3878957738625,218.742617011263,-1.48609194954968,0.184509029114717,0.041650936316116,0.363418024240551,0.449775036493231
296,2.31153327324108e-05,-0.607254374827535,0.352685766251686,7.61365738442275,2025.67323177284,4.51851660393355,91.6994704038719,-1.56101621547833,0.173500875071576,0.0643515555607027,0.267952313337961,0.420700208643625
297,1.30754943211699e-06,-0.616210028628227,0.350643911231087,8.09353430302728,3273.23575785645,4.46541050702284,86.9567185576062,-1.81295419874019,0.140281463002567,0.0549562790749754,0.350171939084374,0.444554488158362
298,0.00595053509520123,0.117540650949972,0.529351377774431,8.4454891578831,4654.03171256112,5.96323330428819,388.865413987899,-1.57275345098443,0.171824219724012,0.176004635081536,0.741044107574101,0.306421135498281
299,0.00548263124673431,0.077440110924247,0.519350358402971,7.43795735990542,1699.2756651198,5.20952646938937,183.007378077004,-1.63826385479257,0.162701438606569,0.119548397644108,0.130141390744829,0.368232911070566
300,0.000593507327697471,-0.433106747495591,0.393384713484528,8.91145906204691,7416.4743039727,5.84744995948411,346.350046762622,-1.36349383673266,0.20367304901261,0.0583238969606857,0.72953073802114,0.403470274266627
301,4.71270697173416e-07,-0.568636145256833,0.361551586736271,7.63990169903222,2079.53938578949,4.75909165328955,116.639928269829,-1.94257535318592,0.125365199659639,0.062197601441104,0.417519907009649,0.410969825726121
302,4.23016386794748e-05,0.857662634906247,0.702172080578658,8.38247003776172,4369.78915115381,4.92666355211061,137.918585664577,-1.17837614220844,0.235344295796713,0.107534257534652,0.778201866724137,0.630584887748408
303,0.000228251080589837,-0.323309736577058,0.419869352134019,7.93333975904616,2788.72493845135,5.87041331692352,354.395427628951,-1.70587913339012,0.153698975358063,0.127010126299145,0.938896918374145,0.306373376803834
304,2.35651100710964e-05,-0.687782821766707,0.334526476945711,7.64369859128045,2087.45018147894,4.46130732694053,86.6006504872708,-1.82182898687475,0.139214553739887,0.0448529273454614,0.338121922467469,0.356571718316857
305,4.11909369474266e-06,-0.478921330200503,0.382506869726971,8.45832972435248,4714.17744233662,5.42704992869444,227.477180688551,-1.08789343800479,0.252015165269146,0.117833098646612,1.2854116252475,0.718696228667192
306,5.35477030236576e-06,-0.615605579911167,0.350781552248774,7.837854301552,2534.76016365641,4.52476992477423,92.2746932653219,-2.03041733124771,0.116046105616973,0.0723615143724686,0.280099157474591,0.416398273131288
307,1.42952923969827e-05,-0.605569428290705,0.353070532460818,7.97992721678847,2921.71840429389,4.69627147199949,109.537994630571,-2.18000515301073,0.101560457705409,0.0292711026423909,0.601086629353654,0.374608226390209
308,4.8810283403611e-06,-0.698658744949758,0.332109668395697,7.84836417924263,2561.54066634684,4.89731809695032,133.930110030409,-1.72491135984763,0.151239630557269,0.0383202936946385,0.302186863793131,0.465178541063023
309,6.8791311062995e-07,-0.629450657098775,0.347635110074421,7.82527645212429,2503.07799642856,4.69818765513546,109.748090715632,-1.76645285891032,0.14598400541127,0.0578668106071497,0.407315665048438,0.374186633142174
310,2.79677629323217e-05,0.877172193472429,0.706235887576735,8.23881864432264,3785.06615651552,5.13524479788837,169.905907391558,-1.56044046873487,0.173583451708694,0.119598208600937,0.336822036074912,0.473929262125668
311,1.30723149076261e-05,0.0854851980714692,0.521358294400438,7.64130435207804,2082.45830467955,5.85104083464705,347.595982203741,-1.47150320425038,0.186714241840658,0.0522785200919848,0.0126719403050442,0.375974227717753
312,0.00957566619098255,-0.217529939684543,0.445830950154815,7.64791615695291,2096.27273147146,5.80406882411159,331.646228544085,-1.26112538612539,0.220780224100353,0.0418707757566779,0.622368888089366,0.366704044612169
313,2.66275179798564e-07,-0.685575547053642,0.335018036500838,8.1370630436109,3418.8620597116,4.74144191474709,114.599325061443,-1.72944406015009,0.150658704360354,0.0289006787057884,0.378283906590526,0.464684648465321
314,1.94042938741235e-07,-0.583928648151059,0.358029113651677,7.59865505089188,1995.51022976359,4.54650018540642,94.3017913178426,-1.89248729684464,0.130961129474208,0.0434325118943119,0.426349825821607,0.469086630215465
315,2.77191418812526e-06,-0.57318758517085,0.360501632020868,7.91128420449015,2727.89138827927,4.6467833137159,104.249108982914,-2.18754085785375,0.100874916896281,0.0337489376683207,0.512667456215202,0.405781959802556
316,0.000622987487471364,-0.182651878412659,0.454463557853854,8.15053796731173,3465.24275146092,5.61794965780423,275.32429510096,-1.44597541619992,0.190621726253662,0.138733378986148,0.980690175138037,0.276102925440011
317,1.42567201479821e-05,-0.751866668665725,0.320414699180338,9.28995772831644,10828.7263404209,5.37917585464827,216.843491207645,-1.81059280295559,0.140566495397605,0.120263500448674,1.20836738037236,0.237769836315088
318,1.04191559628778e-05,0.758433237520328,0.681013476086625,8.18287794371164,3579.14041746683,5.0061264182573,149.325191082205,-1.77347550313919,0.14511064843253,0.0573669783643325,0.366628774799059,0.494307666761632
319,1.88554220865997e-06,-0.756627931521028,0.319378826067927,8.18659719246763,3592.47691651732,4.61560130139125,101.048570914686,-2.00630631890259,0.118542387405137,0.0477951959282899,0.373295579803324,0.450987962100044
320,9.39673653895482e-05,-0.170987788941595,0.457356897912555,8.10762203466202,3319.67456548591,5.64616177822484,283.202383536005,-1.90773297986025,0.129235754343205,0.0843237887470645,0.987391198682744,0.341292715043727
321,0.000578796447291692,-0.447408541826148,0.389977084814965,9.48679898684604,13184.5238726504,5.37736756799682,216.451730331773,-1.78102085149191,0.144177125380574,0.030623571936927,0.772249831988395,0.312869990382077
322,2.8470180653299e-05,-0.0602211972313632,0.484949248995765,8.10897610882262,3324.17269575033,5.34492463037896,209.542090895713,-1.51713860357782,0.179883261101949,0.0418614625352046,0.273082441186519,0.476705052820519
323,4.53657566739091e-06,-0.594510722106054,0.355600555813286,7.69961428234129,2207.49635732596,4.59208566904537,98.7000713212312,-1.8372194028395,0.137380480905463,0.0491549025956598,0.159277240040002,0.491292848218271
324,5.20216009343817e-06,-0.550590741073952,0.365727363408271,7.89731553577007,2690.05128042734,4.58819432675578,98.3167418764681,-1.77614361607331,0.144779972864064,0.0394824528637948,0.585125727036346,0.534109919692784
325,8.47730667979559e-06,0.677425072967464,0.663163758284176,7.99075843996441,2953.53619009848,4.8751390566664,130.992367306315,-1.53510399394319,0.177248137504039,0.0928902383217923,0.325564872200573,0.514122626997218
326,2.02915561354718e-07,-0.57222440376943,0.360723713881168,7.65741561242981,2116.28106462464,4.58797669635446,98.2953474925963,-1.94753565308896,0.124822318843482,0.0424720144149928,0.339696841523065,0.422957951737249
327,2.91651719974496e-07,-0.606790705605683,0.352791628476229,7.77251484582587,2374.43512440951,4.60779463428022,100.262789517128,-1.98789038965565,0.120480227866938,0.047373374049656,0.316554603904759,0.470930573999664
328,7.14814730545885e-05,-0.57361745768697,0.360402535066761,7.37015885448833,1587.88600582954,4.80646157497957,122.298108313263,-2.15143518244122,0.104197186882698,0.0727949179381917,0.479053139722891,0.405220315448403
329,2.61699391262291e-06,-0.671134801671283,0.338242786306967,8.23823096782625,3782.84241558223,4.58308862994329,97.8160456900016,-1.92863891162106,0.126901308563801,0.041026025886672,0.22054966461285,0.412991768747424
330,2.78789078369344e-06,-0.569454375373511,0.361362734416044,7.8116931661744,2469.30784628159,4.84423787048929,127.006449735669,-1.90500386030937,0.129543183623826,0.0641385009777762,0.647889882936474,0.458563802593945
331,2.08001786977455e-06,-0.419738125773802,0.396579416035423,8.06831997715312,3191.7351343079,5.28079274814747,196.525608927299,-1.13985889394833,0.242346269179205,0.127391616369387,1.11232484480673,0.732433989812979
332,1.39170743978969e-06,-0.700192421495687,0.331769566889907,7.90030453449812,2698.10386887601,4.73291352003825,113.626132567446,-1.8780776404443,0.132609835801857,0.0640789806533849,0.235210657929365,0.43210248557054
333,1.03008152535251e-06,-0.498151733292018,0.377975116543803,7.41100206541122,1654.08301605809,4.73467861935099,113.826871085542,-1.84543085706055,0.136410259821819,0.0359211936819518,0.378196823097407,0.476929418582164
334,1.80871138657554e-06,-0.614934374429169,0.350934423765883,7.43943182866851,1701.78304207814,4.78271296593465,119.427914800776,-1.71321120521078,0.152747671435674,0.0730952110722627,0.504847553426739,0.440622156740186
335,3.79062738014934e-05,-0.422114938142591,0.396010774939931,8.21254075785827,3686.89809134255,5.19435442922972,180.251739973304,-1.00682135052649,0.267602378156157,0.138287971402785,1.03894354021728,0.662758487547954
336,0.000482250887671902,-0.385098033322979,0.40489790423634,9.51559376523836,13569.6880619816,5.5801163432833,265.102446881196,-1.97164256618609,0.122212568441315,0.0331214560365227,0.726269305458198,0.412133992855464
337,2.76358460907915e-06,-0.562290124613872,0.36301773483946,7.3495197617621,1555.44936218191,4.65643102700523,105.259741805916,-1.7942641881288,0.142550716854854,0.0261874417581945,0.260519725757329,0.499853843248484
338,0.00578324836482847,-0.430223777438417,0.394072896848438,9.10322539902777,8984.2237278294,5.18515607652469,178.601323088399,-1.61958039457351,0.165262747036747,0.0977919286940093,0.415486976917966,0.446635962433445
339,5.14820394824972e-05,-0.159506714716683,0.460207653274347,8.84347096043227,6929.00123893921,5.02202864791422,151.718775790449,-1.88570155487136,0.131735352726622,0.192195937725666,0.22148477829081,0.564429040919326
340,0.00123916712877579,-0.171134993238798,0.45732036474897,8.33536706043287,4168.73145230925,5.72167483931084,305.416017589163,-1.69684079664136,0.154878325757479,0.0804321411791243,0.802430633649423,0.202684685199201
341,7.65690126766567e-06,-0.622156107914059,0.349291237307087,8.91402350062519,7435.51780429968,5.29829950064702,199.996426851715,-1.80645950662302,0.14106657104785,0.166979818376982,0.987667195859591,0.248910301064834
342,3.45324878549694e-05,-0.714301293199816,0.328649109194057,7.33713485956734,1536.30407493473,4.7131549409642,111.403076183143,-2.08294539921561,0.110765522364264,0.0378672204934248,0.331256282010276,0.368969256918179
343,0.00010822516126977,-0.573790303636216,0.360362692868072,7.91193286143339,2729.6614279809,4.90793400517406,135.359473358058,-1.72288699825445,0.151499673678021,0.150221546201755,0.462129685568946,0.630052885187388
344,3.64508423250832e-07,-0.628732163307415,0.347798071478914,7.4504904345871,1720.70683261729,4.5941072963136,98.8998079052267,-1.94306544376207,0.12531147169835,0.0505506949650321,0.47252384493767,0.477724410293963
345,0.00024212550937137,-0.197326942360416,0.450827716505458,7.90824634199159,2719.61700391508,5.35716767650484,212.123293026482,-1.55534824994606,0.174315156532518,0.146697818709052,1.4201218134477,0.546097112196285
346,1.37481289891632e-05,-0.77676176687357,0.315018218720852,7.94130428632033,2811.02449913494,4.71311782387129,111.398941301552,-1.56498914503643,0.172931902437635,0.0523103419345536,0.39621301279337,0.406357242359171
347,0.000671436581838985,-0.237189170622276,0.440979151273851,8.45664633128392,4706.24830450651,5.48198707274689,240.323774056038,-1.83752822268648,0.137343887663954,0.101754928160169,0.733140799034216,0.364498242829267
348,7.42779307251842e-08,-0.684525007693377,0.335252117208688,8.1851861289129,3587.41127807861,4.68275111527208,108.066968674368,-1.77972544890652,0.144337038898871,0.00773943453275699,0.51063354783559,0.447323665953742
349,8.3319358264699e-06,-0.576391842138671,0.359763252640513,8.52371695760888,5032.72546152808,4.78776334996725,120.032597288853,-1.84801001523966,0.136106713358884,0.0584939311696711,0.57719204120411,0.435253999302451
350,3.1773113455203e-07,-0.56303590908457,0.362845300350496,7.77818567627095,2387.93839459386,4.75434951260614,116.08811474345,-2.00325620075915,0.118861465520902,0.0489235684857684,0.565101444462521,0.431802848702721
351,0.0028326933120347,-0.713745668012935,0.328771713378273,8.63754760117035,5639.48259140006,5.29366394941417,199.071478647351,-1.82280607295903,0.13909750701157,0.0478629059601552,1.10432736607662,0.295390510758667
352,0.023026241738561,0.201816661989242,0.550283610434014,7.68472772446067,2174.87772697698,5.10700224074901,165.174458694838,-1.62662263341961,0.164293552035063,0.0998627114476944,0.0842114659090528,0.46112240458606
353,0.0240537241346135,0.229944554342189,0.557234174853674,7.81073184966918,2466.93520050699,4.87634062488457,131.149858170754,-0.684027942351949,0.335362901333592,0.124920398540382,0.336990434271056,0.766807596165062
354,0.0117194257147978,0.118775367958286,0.529658982126777,10.6365870619922,41630.4463510574,4.68075625069154,107.851604588746,-2.49283614695035,0.0763619212028197,0.153789996163631,0.367147817919047,0.633093754083969
355,1.31879989162301e-05,0.751642423858118,0.679536469743926,8.63126167478086,5604.14440194389,4.90565343874487,135.051128820987,-1.40065116187644,0.197712802217674,0.0642373117023654,0.221016401283622,0.480762278518937
356,4.79210967044378e-07,-0.503474604619674,0.376724471925182,7.71045472408867,2231.55677012529,4.74037508237236,114.4771319827,-1.92961928503757,0.126792725496896,0.0387466086101059,0.571901190992904,0.411922800906311
357,7.94166704283165e-07,-0.57061433244169,0.361095082933794,7.46563420634607,1746.96313207142,4.77015572709899,117.937606612037,-1.79709298255974,0.142205302779296,0.0409306848543806,0.44999366531076,0.498981742346837
358,1.85994378236127e-06,-0.659190371396851,0.340921506827649,7.99176262005863,2956.50356198667,4.75105343019814,115.706108658283,-2.00736613014178,0.118431692394963,0.0578464482813207,0.678965226475777,0.422210218409549
359,8.14806389944484e-06,-0.353406260756889,0.412556656156161,8.12123192952519,3365.16383724537,5.68084919284569,293.198306139585,-1.54091291960848,0.176402602320896,0.354938018586212,1.27035039962676,0.568317184709106
360,5.3811246451676e-07,-0.689670997676955,0.334106265449008,7.67873663416327,2161.88679191847,4.73915679286159,114.337750614252,-1.98003371828442,0.121315243549041,0.0358312190779262,0.53309360235814,0.497147632856073
361,1.21319826412014e-07,-0.586613626053073,0.357412222395298,8.00770455309747,3004.01363883216,4.74969400804532,115.548922076623,-1.7463366505237,0.148509849453879,0.0442984700538358,0.432262237988576,0.447501475513883
362,0.000137642760759314,-0.562468199100372,0.362976558637125,7.87300796011041,2625.45097458154,4.72006428228952,112.175463331658,-1.92102048419696,0.127747812288192,0.0302160932169291,0.103864800045269,0.350735404803214
363,9.96182016945875e-06,0.828829212357531,0.696107316037751,7.94944725016737,2834.0080199954,5.0792490585437,160.653369344863,-1.56047095722873,0.173579078109573,0.10758204244182,0.253187788600294,0.550206770788526
364,2.96159170705592e-05,-0.541319541266911,0.367880676759883,8.20693886317031,3666.30221832571,4.46586750236199,86.9964664543044,-1.71040739952487,0.153110881642199,0.0828519749981705,0.410767558543146,0.440198973343414
365,6.67311586427636e-07,-0.525926663668572,0.371467429090397,7.75781294957018,2339.78178462654,4.61613542817486,101.102558079569,-2.060022400891,0.113043584033274,0.0481477300317404,0.537809136616713,0.458747668192416
366,1.18606680249022e-05,-0.595487532164957,0.355376752545386,8.05309452873931,3143.50761015928,4.69257980730553,109.134362578648,-1.9015116411802,0.129937482064065,0.035015459923377,0.805961644267452,0.498671890314495
367,3.12915411109237e-06,-0.571694639312358,0.360845887697587,8.17561519918318,3553.24020215425,4.48328453624867,88.5249591236528,-1.98932903506247,0.120327865392103,0.0628476963330011,0.476888640627605,0.426236441246382
368,3.11127319760655e-07,-0.722083479824425,0.326934351570847,7.52767305912875,1858.77520733839,4.54576055199545,94.2320683501666,-1.83602582661956,0.137521989373315,0.0362283436162502,0.489506332403815,0.437330387503623
369,5.42682482209949e-05,-0.587072826540335,0.357306765311359,8.96075136169487,7791.20927969774,5.36782604305237,214.39627244307,-1.90648002882173,0.129376819290869,0.165855091821438,0.886557366069723,0.226052998870662
370,4.64464616643267e-05,-0.615553050725897,0.350793515016393,7.44847099934725,1717.23548286476,4.43593941895661,84.4314041058105,-2.08416645951949,0.110645309321532,0.0646411651094108,0.319204466732398,0.451862668066381
371,4.15651312036872e-08,-0.585585556151609,0.357648372495967,7.51539227347708,1836.08758350559,4.66073628286783,105.713888834524,-1.99634688168308,0.119587009888362,0.0023308879322568,0.38707796517754,0.464278744235625
372,1.89879137256138e-05,-0.762745297766484,0.31805052932653,8.86124801199916,7053.2798318519,5.28081648916543,196.530274700694,-1.66170248973955,0.15953359031369,0.175041418186666,0.825066766434647,0.224830237661352
373,1.67083253154916e-06,-0.564654260003034,0.362471239196091,7.56120761600827,1922.16535000292,4.4953349589016,89.5981756658686,-1.86855348361642,0.133709185270313,0.0459635894131137,0.589694746926576,0.487332373787498
374,2.20530098080934e-05,-0.513376393388105,0.374402354250939,8.37884928630327,4353.9958397932,5.01890180140281,151.245115383269,-1.78189303998152,0.144069539366972,0.205206095414748,0.651862869043969,0.653878654073284
375,1.21908978870462e-06,-0.619676275394281,0.349855081113574,8.30322150477224,4036.85622044264,4.75617795325313,116.300569142019,-1.93588214225515,0.126100944120961,0.0503335479020561,0.625752055248469,0.451283937678986
376,7.70831543170863e-05,-0.576705063708236,0.35969111034112,9.77235821962213,17542.0865719274,5.26457735882669,193.364567687298,-1.73123637535341,0.150429502097217,0.0914384031453965,0.750575353581747,0.346312135199411
377,6.24343533607484e-07,-0.649260584521911,0.343156182253848,8.26881683372091,3900.33152034204,4.56212228728575,95.7865508453332,-1.97194683502678,0.122179931249254,0.0208473936693821,0.547733903399089,0.406801478265273
378,1.67984000424392e-07,-0.689918623433135,0.334051176115155,7.9899843787789,2951.25085698168,4.71550792666947,111.66551466484,-1.78269167513023,0.143971084857588,0.0384695259270768,0.32176146675639,0.432988752113715
379,6.90315501688467e-06,0.708736935861854,0.670122008762085,8.19085278477204,3607.79760982775,4.99512507700533,147.691417028414,-1.7216923030117,0.151653312741291,0.0895796083849639,0.296204966200834,0.500778212458225
380,1.64559436613114e-06,-0.647236003979031,0.343612667540052,7.57363243008627,1946.19688160308,4.79273683323891,120.631064402997,-1.67735935877937,0.157445450007825,0.0521119039644866,0.53228866912502,0.4916489176549
381,6.47928563743581e-06,-0.369154020123801,0.40874545593595,8.00024679849438,2981.69377377654,5.22482616452466,185.828864069113,-1.35604875917351,0.204883232949421,0.101687799830819,1.37042530456092,0.708788584282144
382,1.78309249225877e-06,-0.495459774071446,0.378608230468577,7.60216301656494,2002.52270371761,4.78552092344309,119.763734574034,-1.86998600655881,0.133543341699239,0.065398033507157,0.36943813029091,0.435334643081674
383,3.00209144665669e-07,-0.579990176262455,0.358934854110196,7.51289419996588,1831.50662591564,4.77489617697658,118.498011160255,-1.828277850595,0.138443558010258,0.0407223387611466,0.492002576739257,0.402713821097758
384,4.88425319186435e-07,-0.746861736476189,0.321505496904295,7.71484440364815,2241.37412101275,4.70061399117719,110.014699774435,-1.97811536080172,0.121519884941806,0.0351935607128967,0.32212251222557,0.442711560709594
385,2.87168299005154e-07,-0.636829379685941,0.345963613690264,7.66647141941188,2135.53273560878,4.61511803133376,100.999748964055,-1.89569932266728,0.130596000936605,0.0600177282122779,0.489860313651284,0.395550077708049
386,1.87871943603939e-06,0.800594504999172,0.69010163714672,8.3933764173323,4417.70856896266,5.05945700214305,157.504968239044,-1.5040624096691,0.181820411315831,0.0625663490467221,0.358628703397505,0.483932291322918
387,1.57943160521296e-06,-0.791100134536831,0.31193249802533,8.06888385596298,3193.53539363317,4.6420728698262,103.759204144969,-1.90390340212239,0.12966732380769,0.0526496831748522,0.548036405974678,0.441399684866658
388,2.02184571064466e-07,-0.498222185779241,0.377958552607023,7.73402474434661,2284.77937337875,4.6365170807458,103.184338287006,-1.72190607540999,0.151625811990004,0.0280891816223314,0.460495430690563,0.450657542813706
