"i","w","phi_logit","phi","log_K","K","log_psi","psi","mu_rho","rho","r","kappa","gamma"
13,2.91051323249909e-07,-0.584380093873679,0.357925358091956,7.80683369655116,2457.33742830964,4.61392219311389,100.879041791556,-2.0040280100764,0.118780655069142,0.0246503922449477,0.273507408634954,0.462576514955581
14,1.63651292502324e-05,-0.736745240090718,0.323716279757863,8.50814500846169,4954.96314334867,4.60935932956366,100.419793030285,-1.82046714262948,0.139377828992303,0.0731256142824773,0.472233760157815,0.437525820602365
15,5.7113515182468e-07,-0.661488444720807,0.340405332391477,7.74305215847116,2305.4984018842,4.77699618691092,118.747119634478,-1.80823470244465,0.140851613284785,0.06587269800363,0.610360534953227,0.440912254855019
16,3.62293839016436e-06,-0.471061655266244,0.384364994846423,7.53436803506078,1871.26141340034,4.71697717701522,111.829699845901,-2.04554640311604,0.114503166552818,0.0405418793351937,0.389646393570533,0.406691597931713
17,0.00153026833791555,-0.127545451235911,0.46815679384551,7.50884311644605,1824.10204801523,5.60821502713017,272.657117827853,-1.54511261122319,0.175793280252778,0.0828845059660598,0.709521862461445,0.329881088706622
18,7.12029320145391e-06,0.703037621402111,0.668860907520969,8.24545760725813,3810.27867030417,4.87365726716437,130.798407930567,-1.51934905942797,0.17955739371587,0.101335017709036,0.270822613866011,0.482322892031014
19,3.82818112538206e-07,-0.688893284037179,0.334279312928436,7.61411076606167,2026.59184304759,4.61763617729654,101.254401565797,-1.67643519876751,0.157568084544123,0.051228961914666,0.432276286963523,0.466783880324129
20,5.09406609911384e-06,-0.664412346245319,0.339749136795131,7.80296502416894,2447.84916020129,4.77210676618124,118.167932105761,-1.49031030682543,0.183875156631845,0.0393196817800571,0.53174738782725,0.430787638036457
21,0.000802369685603558,-0.294389561268762,0.426929571028916,9.15268857060823,9439.78582269404,5.10188303113515,164.331056635758,-1.74780275956244,0.14832454863618,0.122010790490093,0.98563266312565,0.394818940875084
22,6.60072020062317e-07,-0.715218471181782,0.328446775891227,8.15572036818908,3483.24764252111,4.68175498073835,107.95937303368,-1.88090101220099,0.132285415699365,0.039455784518024,0.598720066204877,0.483232334732361
23,9.80234298552334e-06,0.753807941040093,0.68000786372207,8.54496341310765,5140.79704273537,5.05640377833,157.024803717233,-1.5904011649154,0.169327463327263,0.0450760392214506,0.332222626302665,0.538605365091423
24,3.55019780952924e-05,-0.727379780516284,0.32576997970021,7.04602996977596,1148.2909319036,4.6430750731287,103.863244087907,-1.6601666917381,0.159739621830301,0.0433978647575933,0.414768734714073,0.482071968049338
25,3.98580285874367e-05,-0.0833000109837713,0.479187030774314,8.14213259502996,3436.2381640308,5.38167203118071,217.38544696883,-1.48854573753707,0.184140104594912,0.0733731753246989,0.287177586956757,0.488218691141266
26,3.1659885238153e-05,-0.510581322977358,0.375057259745626,8.03418801572734,3084.63315172488,4.51338722155733,91.2303130289082,-1.89406484353966,0.130781692893482,0.0575129839322293,0.472367659932442,0.533323711646932
27,1.19067797299024e-06,-0.549051297683433,0.366084543174396,7.40475888828678,1643.78845164264,4.81017255568587,122.752797383004,-1.76588676312278,0.146054596232742,0.0431848831237602,0.575092315997172,0.432343249347999
28,6.51584042052897e-06,-0.749589804684082,0.320910686898878,7.93579182011297,2795.57145290431,4.77490987151581,118.499633947029,-1.70617164144245,0.153660931051554,0.067657743688313,0.28124965930306,0.453263694878068
29,9.78455009185377e-05,0.290750951363335,0.572179968310839,8.13692110129577,3418.37681295506,4.84035477052799,126.514227288595,-0.970968894312676,0.274687423150681,0.145539001320624,0.795203420201852,0.685567609858337
30,2.14624832967076e-06,-0.616264298202219,0.350631554542229,8.03762866508764,3095.26457181152,4.7648047590128,117.30821168077,-1.83901634883939,0.137167668801512,0.0275054138129798,0.212489394377151,0.384345117116289
31,0.000102716714961872,0.57936108804894,0.640920379456787,7.36709399059313,1583.02680154416,5.81780601917325,336.233553828692,-1.24994767767805,0.222709196201116,0.209445275629119,2.34460416520185,0.266622962007944
32,4.23251776423257e-05,-0.155711527675067,0.461150581887205,9.21546143521836,10051.3419829879,5.26843036304723,194.111039338424,-1.58211850104508,0.170495659828181,0.0927561969105651,0.93585650789548,0.338187702860851
33,1.07875482435053e-05,-0.594408480792341,0.35562398463356,7.87577402763544,2632.72320236072,4.83295316474125,125.581275780644,-2.1980032188603,0.0999299440857497,0.0185254283349452,0.317996059642208,0.44889540615669
34,0.0019294622643429,-0.459258889305864,0.387161650635722,9.44557051817639,12651.9991618158,5.57141801011179,262.806497416471,-1.72713041683396,0.150954999032488,0.0889849752524833,0.430803303422757,0.428559444310863
35,6.87229243849266e-05,0.872261647818796,0.705216081847288,8.44138612768972,4634.97520137838,4.92720065918359,137.992682609649,-1.1271775744879,0.244682345573188,0.072634341839401,0.700679865746856,0.578438475123192
36,4.45512656870934e-05,-0.852864853000474,0.298832234755201,9.58053484180561,14480.1618274425,5.28448907168272,197.253375362345,-1.9881675432823,0.120450862443239,0.164636178038535,0.901299401949576,0.251066205451556
37,3.10293242109975e-05,-0.31066948410116,0.4229513338102,7.36196667201052,1574.93089169871,5.31928096577005,204.236975807382,-1.50591712150732,0.181544663944489,0.159798875670657,1.14094745607502,0.602332393243493
38,2.56792081730299e-05,0.630533233293508,0.652610361389633,8.47665096142958,4801.34305762247,4.98060507707775,145.562431503134,-1.51005523694618,0.180930607183956,0.0701946975386884,0.430675108143297,0.510777523936463
39,7.20829779722738e-05,0.817184084030061,0.693638272585905,9.03145321504568,8362.00253476653,4.9794052185401,145.387881915283,-1.0804018716734,0.253429973712809,0.0468958790857048,0.674982917105768,0.636815478156121
40,1.8188513603571e-06,-0.509873455800653,0.375223190914418,8.1591556130869,3495.23402750934,4.66893146356357,106.583792897434,-1.98548349856761,0.120735506525762,0.0240206237651204,0.234765502408967,0.435250221396118
41,1.8159372443495e-07,-0.592897544488393,0.355970299578047,8.05235021882984,3141.16873682582,4.61373280254788,100.859938061822,-1.9276141707362,0.127014890570945,0.040599196183992,0.6026795060425,0.422674836911903
42,3.41632360015251e-06,-0.614501263197918,0.351033083973807,7.76657096064818,2360.3636158124,4.74950138967675,115.526667375164,-1.80882317903042,0.140780415349192,0.0657994963435761,0.567934521305978,0.362712418233803
43,0.000205156031842625,-0.288224235211138,0.428438659162985,8.50900622308027,4959.23226809474,4.97615863467138,144.916633351067,-1.58145436947208,0.170589606446256,0.106443980765524,0.374571981273907,0.657375761550468
44,6.42075700228012e-06,-0.485900363772599,0.380859811603653,7.50671393382888,1820.22233341879,4.56377150713211,95.9446542638139,-1.85673279137153,0.135084326424357,0.0279498442313977,0.233746944881411,0.396903978983107
45,1.64551967156908e-06,-0.640468791455037,0.345140576133967,8.08521211447868,3246.10830915478,4.5389164081209,93.5893325139831,-1.64763456599719,0.161428901069352,0.0594905571986644,0.406738623564226,0.411623486655642
46,5.35157320307815e-06,-0.430067143844439,0.394110298352154,7.96607661415534,2881.52980431146,5.18589903510695,178.734065779245,-1.29424117553711,0.215135813002969,0.111368529232238,1.12448445133326,0.72407084197879
47,7.06065387870703e-08,-0.672844170702441,0.337860276225335,7.66817220195079,2139.16790283498,4.68677802064338,108.503021513492,-1.95492900570809,0.124016894151416,0.0343713391331962,0.440921335571712,0.450102439012391
48,3.71809928824829e-06,-0.673214366152876,0.337777464509875,7.49753931094729,1803.59885363285,4.62051691610214,101.546509591079,-2.11576258591227,0.107574194720429,0.0505705728112392,0.444837559271883,0.391900886231242
49,1.471186307338e-07,-0.576287195998459,0.359787356522145,7.63032663160227,2059.7226804946,4.79296288573525,120.658336438581,-1.741033322382,0.149181730943302,0.0212064032899147,0.500808340617616,0.454089652586645
50,2.97689037896595e-06,-0.6596608323029,0.340815804981994,7.63149908873934,2062.13903330998,4.59505175639128,98.9932589489264,-2.0103477410634,0.118120749424835,0.0454141694052683,0.406934242715132,0.360967684565791
51,5.6336519896413e-07,-0.604071291940646,0.353412799654629,8.04447120633502,3116.51667358797,4.79130544487815,120.458518021366,-1.963518461307,0.123086773538979,0.0480603458974158,0.319987187770613,0.463827190866291
52,1.08201469774715e-06,-0.64143087386269,0.344923160063756,7.34540009929811,1549.05461696991,4.64671348228663,104.241829372809,-1.90934626609351,0.129054313561223,0.0295290669032503,0.519021380847534,0.375021984363061
53,2.68272328965533e-05,-0.594399396331198,0.355626066391127,7.83482038088998,2527.08155645506,4.95450813338001,141.812836215139,-2.05704770121238,0.113342184992897,0.0298581818711923,0.59165476379421,0.411399506621868
54,0.000127333627940514,-0.00772079952892498,0.498069809706099,8.19112295978399,3608.77247827671,5.93015942190912,376.214485875758,-1.41734933914247,0.195077459935009,0.077294571485141,0.906407516191536,0.24023975373779
55,2.88880414904512e-06,-0.580746183678738,0.358760914889753,7.60475778859376,2007.72554078518,4.68211133161315,107.99785130618,-1.92828209086735,0.126940848627129,0.0558275321260501,0.731122400720573,0.482524078782309
56,1.43711632133518e-06,-0.533088836720509,0.369796754498343,8.0570494569628,3155.96457408947,4.51621323252339,91.4884955354344,-1.75353520845539,0.147601859494167,0.0616795922437487,0.554966964125522,0.445932950532804
57,2.56823993307097e-05,0.72989518942446,0.674782272201577,7.93624774101611,2796.84630295922,5.11539180694366,166.566029927092,-1.68144934574849,0.156903646986064,0.107742548764294,0.34908975463637,0.493521441481509
58,9.14912693252409e-07,-0.66231474233089,0.340219828640905,8.45413668051752,4694.45207324407,4.70867800166555,110.905446134315,-1.79846152562214,0.142038445581904,0.0266714612530226,0.518311696877127,0.411271883780419
59,0.000172365765756584,0.128807962092664,0.532157541016809,7.15703741514384,1283.10399204193,5.17505621781645,176.806553675426,-1.58592368884329,0.169958178509276,0.173886232651252,0.0618371816326837,0.393048575264754
60,6.24790542401334e-05,0.665480992806138,0.660490540571026,8.52286030273027,5028.41599883339,5.03736736810744,154.063887165033,-1.71097025542353,0.153037911526786,0.0515120500640975,0.263274888796595,0.492386805450442
61,0.000553517199366336,-0.238832492303337,0.440574084678553,9.5072850883118,13457.4089990332,5.2601290962085,192.50634153198,-1.37209502763287,0.202281574072943,0.120958875585506,0.960617546377244,0.354675255843669
62,4.72172456304982e-06,-0.56303662678218,0.362845134427015,8.14601028547354,3449.58869981508,4.78336876784123,119.506261542165,-2.01467109792448,0.11767113597072,0.0554494045009991,0.240457547576383,0.452656929810714
63,4.76064900313214e-06,-0.669581481277175,0.338590560474067,8.2302370123839,3752.72308853936,4.83003481269145,125.215319661179,-1.9866443387118,0.120612327787509,0.0506211705641579,0.605801019645515,0.475579819205054
64,8.9585058514914e-08,-0.726343688597297,0.325997592037917,7.7823185671313,2397.82790541769,4.63394623982444,102.91940845983,-1.86096014933913,0.13459117797841,0.0143419579701972,0.558271166556863,0.43313776998852
65,0.000692165954060298,-0.445543498646713,0.390420860116997,7.76941095237101,2367.0765567806,5.81546806989188,335.448375044883,-1.67359863052822,0.15794497753472,0.10049839230522,0.616786454510479,0.398967867443784
66,5.56945095958701e-07,-0.570007907753875,0.361235000180222,7.73897136278309,2296.10930447069,4.76711197547078,117.57917958802,-1.87127599077337,0.133394148795729,0.0150148167909171,0.276390433579613,0.388492313033187
67,0.00590917607922049,-0.132742311026634,0.46686306546444,8.22863277564374,3746.70765866197,5.48324888882311,240.627209857464,-1.49206282730045,0.183612310188805,0.112127783436626,0.506042309643149,0.48055973776632
68,1.5619331165329e-05,-0.485152355132013,0.381036211953755,7.99522282884316,2966.75140119017,5.25946084784395,192.377742456932,-1.37853317496741,0.201244681598191,0.0978240761996945,1.38574199614175,0.677638799704172
69,0.00421013182312292,-0.415312577471557,0.397638951467825,8.06258587283284,3173.48576398484,5.20234290103561,181.697442705601,-1.54003522370015,0.176530154348036,0.316452313689175,0.479442085902391,0.434592341405749
70,1.22732329414805e-07,-0.647667947760803,0.343515252224681,7.54482832898301,1890.93809028718,4.63851555608576,103.39075583403,-1.76066281642606,0.146707346159134,0.0333631110878221,0.585700353675478,0.43494458359771
71,2.09296764555276e-05,-0.336070492508383,0.416764316073061,8.3994779441073,4444.74573620055,5.58898423140462,267.463800355432,-1.68594077215162,0.156310414291053,0.372608333847691,1.60077715631004,0.693259446066727
72,1.99219374146009e-06,-0.486639947857375,0.380685428896861,7.78215362853506,2397.43244366328,4.73437139519661,113.791906092647,-1.81077778946592,0.140544149115319,0.0691364475517053,0.316284272006166,0.452696453099828
73,0.000171423664026561,-0.0756417148852431,0.481098582723872,10.2359812802639,27888.823056859,4.5605579430066,95.6368248445387,-1.67690496226749,0.157505737987426,0.0580762191748565,0.757781152869658,0.444467899359627
74,1.02182116396008e-07,-0.648023229057489,0.343435136297813,8.34509688261346,4209.49043533544,4.67723885972265,107.472914719379,-1.79607577781806,0.142329429584466,0.00378790943647215,0.488308866146489,0.415705610963648
75,3.82416929619375e-06,-0.54584554667741,0.366828809948499,7.82714611353559,2507.76228241781,4.51633146456983,91.4993130469632,-1.91721272281797,0.128172706450542,0.0288491083854147,0.378939730491884,0.359186965638372
76,3.13368858741782e-06,-0.767794018319452,0.316956497475988,7.91917736421742,2749.50827124957,4.50911473970166,90.8413646509077,-2.01260695724737,0.11788561381847,0.0317215948611947,0.403164218399054,0.409302693721271
77,2.06341661255973e-07,-0.615655108907887,0.350770272902788,8.31897891485629,4100.97042969942,4.73984756412787,114.416759132293,-1.8742122657646,0.1330550802026,0.0254638955676501,0.467631953096276,0.431080348692521
78,4.55035439830954e-06,-0.613319019771442,0.351302456907869,7.59839368836096,1994.98874631055,4.56523933980962,96.0855883711143,-2.08036121027219,0.111020312125756,0.0675875990237189,0.578611957725721,0.402969278002239
79,3.09708638397822e-06,-0.528275586172807,0.370919169903317,7.95873486439851,2860.45180295458,4.74111720697713,114.562119810907,-2.10239757498197,0.10886400791172,0.0252561257331949,0.259959458668958,0.460875451733558
80,1.25962884234427e-06,-0.705949001751207,0.330494579818243,7.6141092763307,2026.5888239732,4.57722432867099,97.2441015941513,-1.72869800799415,0.150754194568877,0.0446057805500265,0.240238846306175,0.440708550809831
81,6.78814282249721e-07,-0.534889770039534,0.369377150689489,7.97747006663268,2914.54811630634,4.71848476746838,111.998420382547,-1.76692318642672,0.145925378184121,0.0292776621441207,0.458667526255137,0.511008137945031
82,0.151003725153824,-0.734966196120473,0.32410587735039,9.47213946163304,12992.6548033173,5.68707983000947,295.030821342527,-1.60291933783158,0.167573992527965,0.110730903283034,0.71587635372698,0.273101710203918
83,8.12458447506619e-06,0.784555919347423,0.686661187237045,8.42447758825662,4557.26338850735,5.04644117548981,155.468194774954,-1.55958218290729,0.173706609226737,0.0725810675189364,0.310791506643171,0.441900902436269
84,4.33864197494456e-06,-0.683606424067143,0.335456862013176,8.216965423255,3703.24752546265,4.76464079968467,117.288979481891,-1.81657824234294,0.139844963529296,0.0327429467277514,0.489084020732842,0.357287628360611
85,1.65719039796479e-05,-0.733661821517002,0.324391680823322,8.98135805727294,7953.42599250606,5.34867413580242,210.329244898868,-1.79878597720003,0.141998911360648,0.0903167594682786,0.895436031263397,0.213395928565989
86,1.61689555497824e-06,-0.693494327930716,0.33325619393706,7.94281628837393,2815.27798878254,4.77346909805056,118.329025752189,-1.72061988698131,0.151791335529439,0.0741311351052644,0.512666070214169,0.471188867102676
87,4.45108585992741e-06,-0.518117542687772,0.373292520418888,8.02102194878069,3044.28684902316,4.5635169191874,95.9202310205421,-1.66381350190294,0.159250743658847,0.0638167408740777,0.50936398056557,0.394671164406175
88,0.0044923243671088,-0.554437117614038,0.364835577811828,7.25669857524047,1417.56880660757,4.86333078608045,129.454670625099,-1.90640411575364,0.129385370262373,0.105261564284132,0.203165432025887,0.43258312302958
89,1.08525515611575e-07,-0.653243419838174,0.342259012739124,8.07219901308677,3204.14003355492,4.70905305843277,110.947049773785,-1.80562568989611,0.141167632187281,0.037848888699271,0.522574756718743,0.412880044081275
90,0.0010031177816028,-0.64866177739583,0.343291166063685,9.26956835982449,10610.1711217566,5.3780494689838,216.599379315591,-1.73699945522953,0.149694460648619,0.0981576969539983,0.765302706772897,0.163342041903325
91,5.2744035785461e-08,-0.635970453771044,0.346157990960183,7.89305109972097,2678.60415389025,4.64518411107134,104.082526766997,-1.8065192443011,0.14105933298014,0.0474271414431394,0.453234163713166,0.449457844636606
92,1.36502402058198e-05,-0.64230501204448,0.344725674299058,8.95501639841128,7746.65486163526,5.31367998238295,203.096245486795,-1.74664643798935,0.148470679646286,0.139369587549152,0.778819592550558,0.21370348164236
93,2.5348131410091e-07,-0.732716301966114,0.324598936910308,8.16933820148513,3531.00637542662,4.69524936297652,109.426092055959,-1.79198777142774,0.142829189765071,0.0343587949891664,0.47434915642583,0.44811453576267
94,3.94324533273469e-07,-0.656253790712735,0.341581646892768,7.83417100162654,2525.44105480681,4.53811925623081,93.5147573285012,-1.83138259061798,0.138073649656737,0.039141098081817,0.319576052163012,0.399057987322611
95,4.02961025775675e-07,-0.677945852224511,0.336719921188166,8.18337781997698,3580.92999205751,4.77668480056154,118.710149158745,-1.8799564488886,0.132393875992511,0.0402576958787013,0.515653299332726,0.409141882659925
96,2.19615869779556e-05,-0.783498616303478,0.313566344433482,8.92680587088187,7531.17138326414,5.41485996085291,224.721073727516,-1.80262971652573,0.141531252635812,0.165538245428025,0.971392393240565,0.317136457323018
97,1.43309112642615e-05,-0.560059995059193,0.363533578133032,7.49891177214094,1806.07592252001,4.42190289787098,83.2545596449807,-1.72318796950742,0.151460988627004,0.00565634005109231,0.228752165717961,0.477021775935493
98,1.04265867638677e-06,-0.584262872895681,0.35795229765574,7.90215332327023,2703.09670694412,4.58000946699666,97.5153173798683,-2.05814864781363,0.113231591645615,0.0285049222512149,0.554571024484467,0.384087387083453
99,2.55538008549616e-07,-0.554986021053803,0.364708389539504,7.86697964836467,2609.67154707376,4.60697996960815,100.181142226682,-1.91078116075381,0.128893118235883,0.0617666517188858,0.529502133846428,0.46527696426658
100,1.25261611685108e-05,-0.648440360097598,0.34334108462969,8.23254255458785,3761.38513151561,4.60794473370885,100.277840034055,-1.58638810024415,0.169892672921754,0.0408118069336873,0.407295820490404,0.368568563182776
101,1.17467536752088e-05,-0.448663696710728,0.389678531064461,7.52868378156932,1860.65486289743,4.59968521681797,99.4530045808503,-1.90743790411443,0.129268963993059,0.0377370303386388,0.475890365825192,0.516434537952687
102,4.20742838392066e-07,-0.467512622899781,0.385205141121305,7.76733277067849,2362.16244958792,4.70083569875723,110.039093571335,-1.95583177693296,0.123918853345302,0.0188644129631409,0.552747721924665,0.439312528508814
103,0.00968841258325778,-0.162962298876939,0.459349347788949,8.48241819197088,4829.11351227815,5.51910464734904,249.411625828276,-1.30973158627649,0.212531762917312,0.123561233135365,0.874698916486588,0.356262585900992
104,2.18508058129811e-06,-0.644230882729639,0.344290769781332,8.3785430323497,4352.66261551648,4.66048640381368,105.687476448059,-1.69777835154833,0.154755647933967,0.033460882749097,0.261147040981913,0.455061320597108
105,1.23642572682834e-07,-0.674156133095049,0.337566838649514,7.66553567035656,2133.53534754158,4.65445079880559,105.051509738455,-1.87775988110698,0.132646390167456,0.0440251012585979,0.321169569116222,0.435944077549231
106,7.27975911932575e-05,-0.441956697521947,0.391274826294535,8.77146160870039,6447.58943353744,5.85700262794584,349.674467193782,-1.59296482448374,0.168967175688698,0.13184261865947,0.959973791768254,0.411972527875997
107,8.23592402377855e-06,-0.756321210307517,0.319445503589271,7.27546410105675,1444.42139411068,4.66063242275996,105.702909948769,-1.77283008359698,0.145190733357656,0.0695673203329562,0.376223391500143,0.457105777930836
108,6.82638983091919e-07,-0.648494469058953,0.343328885435745,7.56619837047649,1931.78238347704,4.72886256537085,113.166769313431,-1.63537869542177,0.163094865540278,0.0407300468904274,0.312753582022269,0.45436561988672
109,4.16531120598648e-05,-0.375670688072929,0.407171497360792,8.84109089690635,6912.52938562366,5.74565177540831,312.827454640166,-1.58750301832018,0.16973549483478,0.104114347959328,0.988066824371489,0.370381498980884
110,3.20053307369003e-07,-0.67087756098743,0.338300368069213,7.74975584574007,2321.00566200663,4.73116232526954,113.427325204518,-1.72895749666953,0.150720975927537,0.0301265660957289,0.420674869090195,0.383643706814475
111,2.56820649664513e-06,-0.576058592525731,0.359840014828467,7.87729282765677,2636.72482047623,4.5120243277534,91.1060604912901,-1.61935880819251,0.165293317360645,0.0295215729114867,0.621225784378992,0.405441827080507
112,1.27133947098896e-06,-0.719702701204386,0.327458453513112,8.45921514116825,4718.35330273226,4.65510541998258,105.120301195121,-1.85788011458427,0.134950333251547,0.0102630409870855,0.381615318623752,0.472993982863197
113,1.79981783150637e-07,-0.518705214494483,0.373155047652452,7.65250257861624,2105.90920370972,4.72498568842234,112.728885034332,-1.81345383838492,0.140221216004695,0.0227791514247958,0.582769363903172,0.455876143783424
114,4.9903630765848e-05,-0.528288443380996,0.37091616983126,8.36704823117611,4302.91608516453,4.48149484929202,88.3666688462435,-1.73852968461815,0.149499788217851,0.0564711096554213,0.660611138019102,0.411966470454981
115,7.8344907576967e-05,-0.230342273367863,0.44266770045323,8.65634058505196,5746.46743032753,5.85373536704,348.533853832741,-1.46303622385201,0.188003381884975,0.0943310766492009,0.887706017312344,0.465979026346865
116,2.31964170867849e-07,-0.68906565240185,0.334240955745096,7.87917192835043,2641.68414999584,4.72249995222425,112.449018745219,-1.87565595907028,0.132888636324861,0.0442489992836411,0.344750795730087,0.481646839536796
117,1.76050685511125e-06,-0.617120641534124,0.350436599476273,7.36314686043975,1576.79070416263,4.58167006985799,97.6773861235994,-2.07707373563211,0.11134518392658,0.0532732477400667,0.415385866144036,0.444469696715358
118,3.28518506155215e-07,-0.495161568294007,0.378678390103258,7.6775671398771,2159.35995551633,4.60099923412486,99.5837734475529,-1.7656280113615,0.146086871394107,0.032852749513559,0.354147734221525,0.442588360972071
119,2.1732626985868e-07,-0.678288608369417,0.336643374447135,7.96147527059544,2868.30135336732,4.73332597553145,113.673007956336,-1.82415627225611,0.138935900242579,0.0204751252258542,0.254409071218941,0.447408277512752
120,2.77740570213199e-07,-0.589888753429129,0.356660379841768,7.48011930129928,1772.45221917185,4.56952599683368,96.4983584031263,-1.64758200504647,0.161436016351423,0.00458332716617817,0.510926755222361,0.476950851081832
121,0.0002496575192343,-0.632455927179426,0.346953872528334,8.44503838345662,4651.93426685806,4.75987719312807,116.731589577338,-1.86491340128279,0.134131382250403,0.0722412687227474,0.247907429115309,0.522370904337556
122,1.81408471165558e-06,-0.503851619868703,0.37663595167449,7.93613604421208,2796.53392161214,4.80028823132883,121.545445675707,-1.76091331217508,0.146675990799014,0.0696979123023299,0.489582188303125,0.441283514571794
123,1.2815807104781e-06,-0.780397654972414,0.314234188639503,9.354471438095,11550.3548462263,5.21517596754486,184.0442039371,-1.83214407440267,0.137983050965142,0.137951910334292,0.987034623740489,0.26599769295549
124,1.31519431339064e-05,0.808963865943911,0.691888666476834,8.3688430545038,4310.64599416672,5.11966200283859,167.278820298462,-1.73398096209985,0.150079079054456,0.0748032960785577,0.405664508565325,0.497628815957393
125,2.68073937003373e-06,-0.638509600353379,0.34558352393158,7.86744366954962,2610.8827709524,4.73714803038327,114.108303760232,-1.72306661562372,0.151476585755484,0.0605603583986307,0.68712426323346,0.393807093574861
126,0.000869429145903961,-0.170629776598728,0.457445751331954,8.63102357221787,5602.81019964324,5.85311551483756,348.317881298257,-1.53614829959619,0.177095896447603,0.120755900608218,0.664478247925769,0.146055285932321
127,4.96170223739419e-07,-0.472239661341906,0.38408628298006,7.9218895650775,2756.97561183394,4.70088618489782,110.044649160723,-1.95771617616072,0.12371442230446,0.0177001332836652,0.452396157671386,0.477944717300174
128,1.39726382023985e-06,-0.526017067784594,0.371446321838878,7.66723923350293,2137.17305738559,4.55280585150349,94.8983056598593,-1.96265370640808,0.12318014251334,0.0429804766926277,0.257679574551855,0.460028252864834
129,3.19066367735299e-07,-0.676271365719027,0.337094002551355,7.95624221962464,2853.33059172917,4.79188940269437,120.528881257076,-1.7772544581203,0.144642484076295,0.0246402233616245,0.603573712810792,0.472674756639801
130,3.7401644523919e-05,-0.722799033520543,0.32677691471316,7.28862900054827,1463.56277732468,4.88674551935439,132.521582553045,-1.97955816486432,0.121365945653397,0.0425725094899725,0.4186725520897,0.395447563876112
131,2.30883076486165e-07,-0.625049281102229,0.348633944087896,7.6673453255247,2137.39980642403,4.67776314690466,107.529276164481,-2.05852516480965,0.113193791004543,0.0472661200304987,0.501871439398099,0.452923773472905
132,2.48329550666855e-07,-0.565015499548136,0.362387766000313,7.68918566462498,2184.59484482094,4.685576861114,108.372770317128,-1.75062228786294,0.147968726534736,0.0293217835021285,0.37188149690627,0.495205257943037
133,1.44042448201785e-06,-0.67992651860959,0.336277703077963,9.12032180394243,9139.14215523682,5.30895678705007,202.139244079388,-1.70984990838851,0.153183184349752,0.12037776828444,0.997312646227895,0.27398601759984
134,0.000130318469191295,0.866712326140747,0.704061141270474,8.45268384345616,4687.63675126424,5.11178113266467,165.965698699551,-1.20808504444262,0.230040055644218,0.0780110065741558,0.447649795587063,0.487906177918327
135,3.19716419459617e-06,-0.573988504870422,0.360317008466179,8.1266390813993,3383.40907211918,4.6272753450449,102.235128831505,-1.96591845223756,0.122827961353288,0.0471417622620297,0.579929523322233,0.365004345461102
136,2.06697686766282e-06,-0.661373342895453,0.340431176626336,7.52740075893746,1858.26913139927,4.6119103611833,100.676294129647,-1.89439783146723,0.130743844198231,0.0412602236713731,0.577530244645379,0.3621805618283
