"particle","weight","phi_logit","phi","log_K","K","log_psi","psi","mu_rho","rho","r","kappa","gamma","mu_s","log_sigma_s","sigma_s"
38,4.00342850275373e-05,0.389324615175871,0.596120103582914,10.3968403828013,32755.9656851988,4.47341681724397,87.6557154814344,-2.09283678701704,0.109794999566653,0.0559415848029259,0.19248053306305,0.219539381487134,5.33811675350963,2.45215963645222,11.6134003788799
39,0.000598571220824919,0.696916936670286,0.667503863250799,10.3643868046644,31709.9821514598,4.6526105174625,104.858363181533,-2.03600403524166,0.115474252966563,0.0515013791650967,0.279908506793718,0.248938272644342,5.24669833098131,2.48028570082508,11.9446765343448
40,2.04266682647826e-06,0.483212869184111,0.618506259485466,10.8872738270899,53491.2745516178,4.74181065798703,114.641590579945,-2.24619275180986,0.0956783766277311,0.0389854389397165,0.218818144394827,0.200043325624692,5.41740595154441,2.50714051491454,12.2697945551924
41,0.000259826462251719,0.474621047616081,0.616476911579054,10.846067062935,51331.868824868,4.81182437628864,122.955730541213,-2.15415368770122,0.103943714130583,0.0578547761538945,0.334966159356638,0.187154475743166,5.48854734860537,2.57584525654262,13.1424211824448
42,5.45177588524028e-06,0.516450952993854,0.626317506637407,10.445187505001,34378.5294635359,4.56596571849928,96.1554082496572,-2.19101075608551,0.10056063558437,0.0515158099447626,0.324726575019426,0.306666797817833,5.21222312577051,2.40173306976054,11.0422968780843
43,6.83427991237095e-05,1.29184284028373,0.784458945679014,11.5258876675266,101304.657606529,6.37627066894312,587.731769172854,-3.17737006815605,0.0400262647282066,0.0766696818524759,0.607102844028554,0.441539012330643,6.04842299318035,1.85256524355769,6.37615495187968
44,4.042514021981e-05,-0.660901700398954,0.340537086159185,9.49837416800371,13338.0238058365,6.93367714533365,1026.2607598433,-4.04020247304111,0.0172897160583987,0.0493160674226403,0.208129539938821,0.606386836152296,8.00180308932252,1.81347858630974,6.13174016384596
45,4.40719699330714e-05,0.25823161774118,0.564201534694362,7.28413941892746,1457.0067207664,5.68381249111489,294.068428752395,-1.79362925205153,0.142628342713073,0.113963100649025,2.0602484033807,0.125383108087972,3.8334360830566,1.41895204813137,4.13278720806122
46,4.38207704859007e-06,0.440491521994193,0.6083761443644,10.693829373972,44082.9944625086,4.76754206058111,117.629759518504,-2.28711289354084,0.0921959043402543,0.0569814934758755,0.223562429555861,0.307673341196453,5.12784580282565,2.31839146048869,10.1593194891088
47,3.9699116923136e-06,0.108808001700975,0.527175194709489,7.61952367072374,2037.5913342248,5.84217255447432,344.527031915601,-1.77689626889215,0.144686805259599,0.123139351821606,2.06234375015688,0.157385370979604,4.34627813819011,1.57052688052314,4.80918139037744
48,2.45982971942453e-05,1.24509253176589,0.776449199023274,11.5824214917103,107196.780198961,6.49789105679957,663.740365236498,-3.00581298872654,0.0471639515669403,0.0652055890167448,0.615523190674537,0.442913498316146,6.11090560347291,1.71094760117904,5.53420321118327
49,5.66190084688693e-06,0.17217838850846,0.542938571916083,7.44167300480534,1705.60131473466,5.55154588055826,257.63552196705,-1.66168252626198,0.159536267087338,0.123536275141839,1.95001386210445,0.16488421318129,4.126531061396,1.68787860678326,5.40799604157584
50,6.75734559719672e-06,0.496997158967943,0.621753393350992,10.4090470223019,33158.2562626764,4.68682065514733,108.507647584606,-2.30512289543939,0.0906995728022588,0.0640015538644346,0.381936737547293,0.260561618942077,5.48604576757616,2.4098742457708,11.1325610903968
51,1.7885644121347e-07,0.54764992104789,0.633590183054219,10.6861668382034,43746.4977959535,4.895045351835,133.626066664455,-2.2681970535461,0.0937913406267801,0.0491412564601511,0.228955389644068,0.245305139363355,5.38218316247083,2.40468275123906,11.0749162213514
52,7.66561815598423e-08,0.503151689106816,0.62319970347936,10.724403354027,45451.602341694,4.78948379322882,120.239284307691,-2.26796344189137,0.0938111982227186,0.0606365775814352,0.24070229961887,0.261620678250916,5.12397325572958,2.42423033928515,11.2935338840405
53,2.10437672310787e-06,0.523858768075928,0.628049631743177,10.8901587855311,53645.8174734269,4.94652151408624,140.684741907586,-2.14877256427174,0.104445978064123,0.0555551079253882,0.167873634061326,0.276881177429271,5.19089239591195,2.46049606755122,11.7106193575948
54,1.01020442659249e-06,-0.587038359873068,0.357314680228908,9.50333124915438,13404.3056186674,6.70461655609105,816.16501280191,-4.1619366946784,0.0153384278825872,0.0404726312734982,0.21758296359792,0.567348499985878,7.81468305016457,1.8395460510817,6.2936806029585
55,2.21485793956146e-07,0.541136142674031,0.632076673875596,10.7347574203895,45924.6560371004,4.76866354101608,117.761752992589,-2.35965638146261,0.0863012861255417,0.0655867809969521,0.241933189056393,0.26890710748908,5.28292651731685,2.45348430825548,11.6287945167409
56,9.56354526882407e-06,0.121885304913949,0.53043365861477,7.47460339671075,1762.7024559449,5.40914375749283,223.440186763722,-1.69434625998758,0.155205119402673,0.116418635443832,2.06873024436033,0.169778818737606,3.86630596201065,1.65670093648046,5.24198863315071
57,5.72877019407989e-06,0.589929884274502,0.643349057729437,11.050123438214,62951.7247744065,4.92022545837778,137.033505055675,-2.31419189867074,0.0899543946142701,0.0637829580260023,0.267347186950033,0.287945386736973,5.24686946065868,2.40990202506928,11.1328703494297
58,2.80153020280491e-07,0.540026953479319,0.631818687780065,10.8695203848775,52550.0004504774,4.61927464173161,101.420439287963,-2.24675513268198,0.0956297282342512,0.0538815283826777,0.176565015313223,0.197315124471248,5.11227540427285,2.45530186619136,11.6499497441013
59,9.17239098201257e-06,-0.652967147788533,0.342321209199965,9.02239816983722,8286.62600774441,6.79419538025779,892.65072617002,-3.96736664838171,0.0185717618716112,0.0325698699636593,0.131665669620327,0.603151040539986,7.43295358103873,1.83245092457032,6.24918418338671
60,0.000161575742574342,-0.220863937811723,0.445007383025606,9.41041894233308,12214.9872798094,6.85310985758383,946.820810839691,-2.52996285351285,0.0737841851561467,0.0821135859434211,0.309117429888128,0.410368935376965,7.35964244650881,1.34896638341079,3.85344049153288
61,5.88347636026941e-07,0.16439951732162,0.541007560940493,7.30316675354842,1484.99510294084,5.80128572227859,330.724506535564,-1.85857537164294,0.134869190415573,0.116273002942807,2.03801266370611,0.0958744898476226,4.01661043087038,1.62619807606223,5.08450701566495
62,5.07931928327419e-08,0.481739347084993,0.618158512051118,10.8502717970616,51548.1600904659,4.65990260125074,105.625793835424,-2.1437196430455,0.104919558776062,0.0497188837986235,0.221006484394535,0.250444294823024,5.28027331220532,2.38783802624949,10.8899247427874
63,4.12903102516536e-06,0.52858299057185,0.629152556420503,10.6272688493303,41244.3267648237,4.86636371888438,129.847893950794,-2.18178820334541,0.101397877163788,0.0678037451530708,0.355667701729052,0.244763985484031,5.47277880393293,2.43992781747894,11.4722126196782
64,2.93759217773563e-05,0.395151450235613,0.597522188544638,10.6815656944748,43545.6762307085,4.84867747173045,127.571561234208,-2.30173332458758,0.0909795095254295,0.0718014425946987,0.178619857252357,0.267385609718397,4.97410589946509,2.42035150903463,11.2498130308759
65,3.9382105610092e-07,0.475320225344039,0.616642206888987,10.3389982545199,30915.0455232118,4.60289809521359,99.7730488469945,-2.26891518295072,0.0937303213616858,0.0581055377077029,0.212167252301654,0.218844622421681,5.2718501127931,2.38895882613865,10.9021370117085
66,8.66057528643594e-07,0.519813769393973,0.627104218337888,10.8608997535302,52098.9333045116,4.61212858979838,100.69826697535,-2.21593941230852,0.098328228418058,0.0627990772949266,0.0714827512089135,0.222752618023099,5.11670175946136,2.40728173402742,11.1037371743505
67,4.84824944661908e-06,0.488841290951956,0.619833432139825,10.8131601127916,49670.1840123017,4.31933913098971,75.1389548732783,-2.33387714941465,0.0883558635014865,0.047012961433327,0.254611784390705,0.24612626948244,5.27283987731528,2.4434436001752,11.5126174119096
68,9.44575355043612e-08,0.49634985678046,0.621601151346698,11.0459897154342,62692.0369043015,4.70113613685025,110.072158473495,-2.22441364716242,0.0975794577453411,0.061771674635016,0.201905037399853,0.236690226885414,5.11115060046495,2.42209807154238,11.2694787011969
69,6.28025641154826e-06,0.539512718970466,0.631699056470613,11.3037496752003,81125.2613197764,4.5198995517376,91.826373715202,-2.1985933983029,0.0998768735474512,0.0615560806681516,0.118216155937489,0.246058810829591,5.32815728026722,2.47370792001287,11.8663649109362
70,2.64450929652451e-06,0.45477311352609,0.611773483313436,11.0829452834443,65052.1986948719,4.83937843102914,126.390766730844,-2.28276156772661,0.0925607389396102,0.0528400771837614,0.116986649236176,0.255002492321676,5.07978186973328,2.34322485068612,10.4147685393327
71,9.52461464923295e-06,0.521600381257371,0.627521912763745,11.1083579860917,66726.5354812882,4.68799362080891,108.634998003473,-2.19212655103008,0.100459758917018,0.055712299486197,0.152504770298214,0.175930199643684,5.55600219672554,2.36877866281277,10.6843351363213
72,3.07359377118462e-07,0.503726389459112,0.623334646111502,11.0003005909906,59892.142048003,4.43789929526971,84.5970414761597,-2.26846304112402,0.0937687355814546,0.0596616125791913,0.249691792332506,0.241113346947701,5.18597807058635,2.40311949619728,11.0576168279361
73,1.00907485064612e-05,0.481760344361024,0.618163468205747,10.5774619779284,39240.3949231232,4.40406678773443,81.782786520887,-2.33549680881704,0.0882254883390616,0.0555552035789096,0.302979214328145,0.275651809123887,5.46793346508541,2.33234034171969,10.302023597544
74,2.45145829702023e-07,0.521860148525576,0.627582628275897,10.8650956848379,52317.9961147145,4.6605850957666,105.697907466229,-2.12062638753381,0.107108150547215,0.0530975956762439,0.151292574026299,0.226105458902052,5.05305253155008,2.38858732721792,10.8980876317917
75,1.48913993438623e-05,1.18412591424899,0.765688843006243,11.6988590584643,120434.228155926,6.41217712649555,609.21858421855,-3.23368192985065,0.0379177016982322,0.0626847486109693,0.682011401959397,0.440706166097994,6.69138197314782,1.89085474711818,6.62502898606746
76,2.48414510582342e-06,0.604245570868914,0.646627024187927,10.3556011183456,31432.6084384846,4.67400690788739,107.126128136042,-2.26728393692894,0.093868979332005,0.0587999635706001,0.124016409702152,0.259939725937827,5.13447704939287,2.37121370501093,10.7103836449753
77,8.78310383799438e-06,0.256271152007815,0.563719438456739,7.41850597100278,1666.54178510328,5.64118702502721,281.797020139304,-1.74016346530948,0.149292172589238,0.112411009657891,2.16191776963082,0.161857505785237,3.81569891053715,1.65893676814938,5.25372194931692
78,2.43410115548814e-06,0.546022698808896,0.633212335397439,11.2146906834198,74212.7081545432,4.79905580539358,121.395742184325,-2.11089066773604,0.108042803538124,0.0567878232565537,0.301359193744568,0.240089042042868,5.19733543319893,2.47288050587605,11.8565505736769
79,1.67518635641428e-06,0.139965149752365,0.534934275138229,7.5536980796517,1907.78484247588,5.66032918895409,287.243184277556,-1.62785388908821,0.16412456904676,0.108408286535864,2.03498611084034,0.117474406918015,4.27897220773299,1.50265307550136,4.49359511665148
80,0.013605514196615,0.740268831950254,0.677054639586868,9.85234006415226,19002.7705160441,5.29399468380754,199.13732932102,-2.96179247887291,0.0491821162046936,0.0589534648390999,0.214771030815699,0.158829375143049,5.72512620594034,1.3158831998517,3.72804213792785
81,2.52076275228298e-08,0.498187991709526,0.622033408132403,10.7212414367431,45308.1151016086,4.60822692335162,100.3061413949,-2.2415018530695,0.096085022578991,0.0541578324135082,0.226528023118297,0.24017739623567,5.31725620481719,2.39723277892528,10.9927149808028
82,1.10758563300639e-06,0.617846002968442,0.649728497201325,10.5626348398313,38662.8643121902,4.64477854435394,104.040322917095,-2.30463626477128,0.0907397147659638,0.0685732092737684,0.175866269428822,0.253496128309947,5.43855941882734,2.42728096036726,11.3280387805216
83,2.36502587834524e-07,0.527858293547331,0.628983454568242,10.8187992701219,49951.0732394884,4.60655456900511,100.138534171754,-2.1715506804012,0.102334496745331,0.0665318750485577,0.16449604820714,0.226703995712249,5.33809101503731,2.4778038519782,11.915068409305
84,6.32069176433164e-07,0.49709076753923,0.621775407599847,10.7430948843695,46309.1518352413,4.78604004876037,119.825923101166,-2.27272574417403,0.0934071341580668,0.0607620370869152,0.179951093777953,0.181909916506154,5.34469480070499,2.40460043953391,11.0740046636293
85,1.30453582484669e-06,0.414908972859474,0.602264372268492,10.5581451075118,38489.6674953339,4.70425034446665,110.41548033808,-2.11231718424893,0.107905407620896,0.0650135699913802,0.194475446520353,0.231539504238549,5.15901671471889,2.37728151776643,10.7755698162094
86,5.45134716043363e-07,-0.65976960581519,0.340791368305223,9.33008192867732,11272.0549522476,6.72408295736596,832.208455874968,-4.07758910859478,0.0166658199609617,0.0507811263127213,0.172431954753598,0.581982501126642,7.7132589492896,1.96145956917838,7.10969658980657
87,4.67971872564586e-06,0.551022685021646,0.634372829187789,10.4030512167519,32960.0406307574,4.59932150063175,99.4168384908107,-2.25362147828526,0.0950375410707997,0.0799517982994961,0.179690499246113,0.240681219742878,5.25007441686593,2.42903018074885,11.3478713575571
88,0.00018636536434204,-0.590441530525427,0.356533553114615,9.51982044111982,13627.1641159912,6.49705603778755,663.186360746812,-4.0197481486893,0.0176407042693197,0.0562235369088298,0.17940568682197,0.496634649368806,7.69056534435944,1.8422237609272,6.31055583688033
89,1.81569427839497e-05,0.520557058793897,0.627278016061531,10.9894277902164,59244.474082429,4.66186465772165,105.833241052741,-2.22287445476043,0.0977150794768394,0.076736739043467,0.240962957748718,0.279736747246345,4.89463023496502,2.46761456994028,11.7942788413133
90,0.000625404332389159,0.636776124284914,0.654024335962624,11.0976577969834,66016.3552404744,4.70804268381066,110.835008301757,-2.15214746849325,0.104130720749039,0.0749508856695155,0.277453847960753,0.311782254896011,5.03849435517045,2.35869093261145,10.5770962539465
91,4.33645998773491e-07,0.486012166073278,0.619166551655483,10.6156027739039,40765.9630766303,4.86031663803516,129.065062545865,-2.17666849316169,0.101865319357902,0.0499076985895576,0.17636838330822,0.24254847957371,5.11992852192825,2.46462391620112,11.759058928728
92,1.26174131696709e-05,0.243048896907978,0.560464864633015,7.66110686909139,2124.10723652058,5.46172243131197,235.50271247059,-1.79378164846891,0.142609707856124,0.111409779330766,1.98307827844936,0.15865576128495,4.1474408444085,1.69278539184318,5.43459712528499
93,2.63440885638062e-06,0.233884436294026,0.558206018866324,7.92483870842604,2765.11832924036,5.65275186130468,285.074873928818,-1.75916944093581,0.146894391975974,0.10027139070974,2.03036370656032,0.129607768832574,3.96211227011307,1.62128706993196,5.05959818431586
94,5.89325612317705e-05,0.460783833121944,0.613200106663243,10.672034564804,43132.6083726137,4.51700306925257,91.5607850542065,-2.45460302812666,0.079102589601554,0.0492064660307257,0.310888992722984,0.285644736659907,5.2147726697141,2.52700429724732,12.5159558366295
95,2.95524921663097e-05,0.181498064720427,0.54525036623488,7.70985383370339,2230.2162519105,5.62439193300693,277.103735648518,-1.53516513310996,0.177239221679762,0.122288990306064,1.92812601438855,0.101561425627135,4.06490484300235,1.62216154033572,5.06402458828051
96,4.96288301583388e-06,0.0702011614944588,0.517543086307655,7.52488434585388,1853.59883730328,5.71440364501803,303.203332565257,-1.6778420212087,0.157381432342861,0.119069736212479,2.01393759738472,0.158739146786679,3.92361292948952,1.71758002772246,5.57103039926827
97,5.98672916166435e-06,0.490955818461772,0.620331572883394,11.1423172484071,69031.4342311598,4.39674764411154,81.1863917722678,-2.22501276946824,0.0975267131270338,0.0580923148410179,0.224079124578614,0.279754378398729,5.09909928285246,2.44700446261582,11.5536853340614
98,8.68817657281632e-07,0.494534018630459,0.62117394810489,10.9819236030022,58801.55640459,4.64466313783341,104.028316678245,-2.33139453541264,0.0885560403056979,0.0493133899509234,0.340956403198831,0.21005900230756,5.22974954534918,2.46462841169629,11.7591117916395
99,2.37887051544015e-07,0.21766367872041,0.554202091936152,7.47429319678514,1762.15575057256,5.70036807390046,298.977426504577,-1.85123647813992,0.13572778566697,0.114413325741838,2.03265078203437,0.147978563653641,4.0636872230124,1.5412884099375,4.67060404872123
100,1.01089017763491e-06,0.479515929357846,0.617633562022748,10.5891944811663,39703.4943290683,4.85315064662425,128.143489352677,-2.39703905847434,0.0833987619322432,0.0520157958681422,0.23211042440948,0.26933979985126,5.10023843862213,2.38409852975955,10.8492779540643
101,2.0864947342064e-06,0.163010319211708,0.540662577919033,7.2703410290429,1437.04044200817,5.468239326186,237.042470661995,-1.88639288108179,0.131656298169673,0.113074600158008,2.00093342349131,0.162519585350192,4.0068387906863,1.62191960431859,5.06279956653542
102,8.76698247831046e-07,0.113057923278021,0.528234412648078,7.23952266047125,1393.42867350636,5.53567860942285,253.57981091131,-1.74833626810508,0.148257166145982,0.118872011811922,2.07963452889253,0.165818369890108,4.02658852190221,1.58383765111898,4.87362323445734
103,8.80951653383949e-07,0.409597136674227,0.600991275847451,10.7100809424404,44805.2653862704,4.66540192444237,106.20826434193,-2.3201847695876,0.089465006672861,0.0574338528343979,0.219093194868636,0.244499130371183,5.45070324719302,2.31057355929584,10.0802045923347
104,2.34773882659404e-06,0.535653708435066,0.630800781577211,10.7985718385433,48950.8414863488,4.69328529283506,109.211382457233,-2.17487297422019,0.102029706657742,0.0451271052218124,0.276479900420879,0.198914558713284,4.90700712861918,2.38431383576349,10.8516141202325
105,1.54250446075972e-06,0.151084928557969,0.537699546526905,7.47850325285823,1769.59016375921,5.64864856038665,283.907522571765,-1.71605817840184,0.152379592203156,0.112343951858736,2.15114682864417,0.0866060711810743,4.15727273655346,1.59429372352517,4.9248495381364
106,1.59428779872648e-05,-0.54125240408323,0.367896289280127,9.63503100227426,15291.1728392189,6.79384770409616,892.340426736852,-4.00070803711302,0.0179737083776848,0.05516661287177,0.0907661532947617,0.531626342132135,7.45882982287382,1.96550731015676,7.13853312207167
107,5.40187805697221e-07,0.542248345157492,0.632335284945164,10.5722836013232,39037.7186001432,4.72237244690775,112.434681811531,-2.21285606448619,0.0986019361505307,0.0515450906150937,0.211389698607465,0.210070802407443,5.58175173540126,2.45140057771451,11.6045884706489
108,3.85968074764346e-06,-0.693634519020971,0.333225044695229,9.72530264427478,16735.7536045498,6.78565510935583,885.059707961944,-4.07196015439521,0.0167583190736468,0.038722756025675,0.207383772479659,0.607343221974531,7.71965924118263,1.91311416711689,6.77415182547556
109,4.32882202705302e-07,0.495851029196178,0.621483813419257,10.8030905864709,49172.5385191406,4.737870061622,114.190723271296,-2.24382649492236,0.0958833106682054,0.0484244064729602,0.117366146308267,0.200760631273433,5.18885328930055,2.37016210837368,10.6991265615435
110,1.03178572197157e-05,-0.677483162536846,0.336823265930919,9.51467885107513,13557.2786398267,6.75904893262449,861.822154958935,-4.01807384643731,0.0176697425516171,0.0486866061279179,0.219180140580461,0.589355945909291,7.2065797637768,1.91676707424129,6.7989424242515
111,2.02088662054417e-07,0.567346815909935,0.63815074164958,10.4588693202165,34852.1225700072,4.69051769967783,108.909547653082,-2.2394551092158,0.0962629348103037,0.0543350870416921,0.205836729948249,0.252056239983662,5.38784540423762,2.33458127669289,10.3251356491489
112,2.35427328150804e-06,0.152146034672975,0.537963304376517,7.8835793885311,2653.35296372322,5.77258027130606,321.365874917816,-1.7989780599726,0.141975510522941,0.11065452717001,2.11345819789727,0.11353769243886,3.82906947825683,1.58250262738454,4.86712117293558
113,2.09032196024755e-06,0.162750590512407,0.540598074510517,7.41793842758112,1665.59621862662,5.59616284034189,269.390726432515,-1.69505048863325,0.155112805833155,0.113902762605174,2.05311765267636,0.0842935735011931,3.76405633047859,1.55599708290001,4.73981015349691
114,3.7429761850759e-06,-0.555535382266395,0.364581114107845,9.26754399743916,10588.7140162421,6.76492160304819,866.898242945969,-4.05427916612169,0.0170521601448214,0.0604920090839073,0.210669855036987,0.566861307248566,7.64663088455071,1.7947274050817,6.01783406721449
115,7.21077073980006e-05,0.152897400708758,0.538150057671555,7.27129615815109,1438.41365685831,5.48809614676829,241.796423462933,-1.64073197748814,0.162365486888771,0.0953648637183143,2.1351909945785,0.171539625285076,4.31450718926204,1.61564995824974,5.03115690293839
116,8.61005970340841e-07,0.569837127505439,0.638725592321402,10.8845261368836,53344.4988398432,4.6540553303728,105.009973396234,-2.37600248393623,0.0850210268738967,0.0576323541828003,0.162386426169891,0.239192183283439,5.12719790261856,2.29350019651099,9.90956246501479
117,3.76083329774751e-06,0.104841255700902,0.526186332316672,7.48816009853444,1786.76160039474,5.55983649598574,259.780357719023,-1.91604206138,0.128303578336662,0.102812024353982,1.99973507579403,0.172660783073534,4.05172066372711,1.65430241940698,5.22943070014386
118,4.68324656884728e-05,0.512513239947807,0.625395451527458,11.5234439893981,101057.403857751,4.64808430774051,104.384824714307,-2.18356381947294,0.10123620397638,0.0515640183846865,0.343573340438817,0.230412267708167,5.16673434688609,2.43943867631499,11.466602460436
119,0.00106321074089943,0.487416706949796,0.619497685979481,10.4026436944627,32946.611416085,4.36486937861201,78.6391273189183,-2.0517248270873,0.11387821308595,0.0544080312648311,0.343803664352183,0.266716676818796,5.59394440907754,2.35876552478702,10.5778852519935
120,5.0603041193411e-07,0.455510196507354,0.611948531021949,10.6570990986665,42493.1896552578,4.5487012791996,94.5095870104081,-2.14696674930351,0.104615009299847,0.0611980737365526,0.291862384897208,0.217400240738229,5.30786437448427,2.3630578899344,10.6233869831428
121,2.10331720182486e-06,0.187782373620833,0.546808127633419,7.56791796320831,1935.10712020041,5.8842368907748,359.328456485073,-1.60794828136577,0.166873662614856,0.119294334195904,2.01286559651629,0.144829711747779,3.98901743359101,1.65393205356194,5.22749425624201
122,1.02983411542667e-07,0.486707053981808,0.619330392187001,10.6911012770816,43962.8956774408,4.71780126309489,111.921895128044,-2.25164587343436,0.0952075897612236,0.0562420979111489,0.215660437478086,0.216087071272364,5.3661866027946,2.32760100257283,10.2533143298588
123,3.05049879198597e-07,0.50088221383444,0.622666632318617,10.7865610535211,48366.4201577259,4.68833350414731,108.671927504768,-2.11075192692882,0.108056174655241,0.0658824092309426,0.199845202999575,0.2241414998803,5.10036929488269,2.35768227568376,10.5664329712362
124,5.7983075485499e-08,0.52944854205197,0.629354483974764,10.7056353951182,44606.5235441529,4.56424402720238,95.9900007513079,-2.20381005208385,0.0994088665668101,0.0567633952491529,0.248619100802802,0.234138896335468,5.13042006423177,2.39836021875593,11.0051155946785
125,2.28436132649879e-06,-0.588193194671631,0.357049526647905,9.61951848185404,15055.7985525025,6.61575715575487,746.769937489497,-4.03874367816028,0.0173145195855086,0.0443346394168787,0.188669376985624,0.569107054492567,7.75989464778139,2.00201693783401,7.40397440532514
126,0.00136011069821516,0.310225721891847,0.576940356329003,7.56303377094437,1925.67872875541,5.71948031186496,304.746508652715,-1.90460028685374,0.129588698075898,0.112332227974314,1.89215310640676,0.194453073672947,3.9991359151501,1.51745735081341,4.56061439781639
127,1.04819356901053e-05,0.645431484089725,0.655980220848427,10.6734337666139,43193.0018377807,4.45588786145829,86.1325907137076,-2.17152880320759,0.102336506448802,0.0662031419200171,0.158339925680594,0.235064106244555,5.11538682186199,2.37938395527,10.7982486103332
128,0.000324543776339552,0.443393318319567,0.609067292878904,11.5091326195685,99621.43383512,6.36271301364849,579.817276651306,-2.41145300599303,0.0823035064822829,0.122215208677997,0.629744027799776,0.321776071383693,4.77132635619835,1.11233844227776,3.04146236927142
129,2.48303106565446e-05,0.170390459010839,0.542494852038087,7.22303726113371,1370.64575410819,5.66675304476727,289.094332465426,-1.79431339826008,0.142544702005819,0.107115898923705,1.9996747205926,0.108901750641291,4.07637373281158,1.78763962749615,5.97533179904178
130,1.2476730178083e-06,0.454062516875365,0.611604698457334,10.3406629822191,30966.5535173148,4.71247737118191,111.327618391914,-2.19029641565582,0.100625264824528,0.0593509499569686,0.238005309842229,0.216102504437697,5.18850494861253,2.33879411436038,10.3687255235967
131,1.52403756963912e-06,0.502041280925862,0.622938919745931,10.9298690326623,55818.968766952,4.47202973159283,87.534213782362,-2.18973184201461,0.100676370159636,0.0637126814920755,0.300414271967598,0.233448128865568,5.51342149773306,2.34349434771481,10.4175756667479
132,3.08978740695579e-06,0.533506598284138,0.630300598331943,10.9225154617929,55410.0055372023,4.51073774785393,90.9889206361921,-2.38969614803066,0.0839617988715201,0.0396342253009463,0.207099074120112,0.275285822167407,5.26237826974879,2.49071222496157,12.0698695222205
133,2.71558301566034e-06,0.493048514346168,0.620824321009823,10.9771853479637,58523.5986710359,4.57909166007899,97.4258582064021,-2.27584474473385,0.0931433449412606,0.0768607799174058,0.339127029686553,0.250968384782159,5.25824364583645,2.42466858391492,11.2984842992836
134,1.17560876442504e-06,0.12224290737662,0.530522727046033,7.42338864166867,1674.6988577348,5.66654389575728,289.033874994526,-1.82563579453258,0.13875899550966,0.111912388327302,2.03714756824047,0.11778865011636,3.78839799697814,1.69978786041554,5.47278627396602
135,1.6858395117169e-06,0.575918073500803,0.640127615248978,10.8126801455857,49646.3496731766,4.58127919352937,97.6392138063354,-2.04692171272077,0.114363794811867,0.0659745901372437,0.152017215433647,0.250919105835386,5.40312572287648,2.38662280925334,10.876699158758
136,1.81696924125544e-07,0.482103932876894,0.618244564650628,10.7809775016604,48097.1162781997,4.54846529185167,94.4872865750296,-2.14566697642615,0.104736822530948,0.0467948371560575,0.256956765286511,0.271611580026838,5.26585128216492,2.40505698893622,11.0790616481335
137,9.57106907009526e-07,0.541750059412381,0.632219432164573,10.5318252082128,37489.8387364672,4.83864600082471,126.298228208869,-2.18532399020574,0.101076162929183,0.0488771263019989,0.101325174009215,0.263129466674762,5.24520493356405,2.40424322990435,11.0700496289559
138,3.05256333073036e-06,0.222370303426679,0.555364621958574,7.61431044122581,2026.99654350947,5.77468336820905,322.042449695868,-1.74256167659885,0.148987846221259,0.113991617931518,2.09692529194803,0.197324756758272,4.02242784357261,1.60275987757515,4.96672106831412
139,3.06132653004526e-06,0.117099053502758,0.529241357426079,7.4447357858609,1710.8332061088,5.65288658014211,285.113281471466,-1.92387158508337,0.127430455972654,0.117018463454841,1.93330423376501,0.171151787956086,4.07139461083831,1.61970391645296,5.05159440112834
140,1.61053140082605e-06,0.527815591231994,0.628973489361479,10.667412128051,42933.6907147529,4.75077717069106,115.674148160637,-2.2384356349642,0.0963516618942731,0.0703658197368505,0.294391277508184,0.213033095849456,5.55536658227009,2.35305277877822,10.517628759133
141,1.35106546839805e-06,0.471313266029716,0.61569454171006,10.6788573556561,43427.8993472302,4.4247266888635,83.4899853606637,-2.23410455453905,0.0967294203070197,0.067775497925132,0.193545393480596,0.266281243534964,5.25345543112665,2.35473654668436,10.5353529223874
142,1.19613573536599e-05,0.124569993504345,0.531102289151468,7.44833214005122,1716.99704530952,5.78049193255856,323.918497285046,-1.70601694002884,0.153681050932229,0.104494887067816,1.94344520596519,0.151235990414688,4.48108730659779,1.57124051649439,4.81261462010227
143,2.93471656603008e-07,0.491386366328315,0.620432970396678,10.7455118690291,46421.2157186137,4.55750492860119,95.3452894978549,-2.35526323785362,0.0866483304956087,0.0592205980731156,0.198692144517667,0.2739062602209,5.2314257238882,2.3299301602046,10.2772237487749
144,2.79237647338046e-06,0.210800563825699,0.552505851794569,7.62297416776653,2044.63418077093,5.78455920946004,325.238646393097,-1.83938116949915,0.137124497006694,0.117506834620926,2.05194627622783,0.0955120808578666,3.76397956996827,1.63514403548601,5.1301968742137
145,3.67379954675194e-06,0.208536308020623,0.551945963765663,7.3388025880087,1538.86835059846,5.68919113926436,295.654380677771,-1.84956882822013,0.135923529462782,0.107554995931368,2.01289203955075,0.135709758217299,3.64189298898741,1.52890158614142,4.61310693780223
146,4.34790843589425e-07,0.501927420507456,0.622912175150848,10.9298711842935,55819.0888689172,4.60826602726107,100.310063833861,-2.29607458181399,0.0914485846614585,0.0749716216795486,0.262874152612823,0.242152195319653,5.14557633575165,2.39782101012355,10.9991831409084
147,0.000473405918134738,0.326869000313937,0.580997361942762,10.3973932175983,32774.0793293041,5.46408360468695,236.059432202266,-3.46154684246272,0.0304263673178416,0.133422719656125,0.448363773027318,0.312682380225916,4.66564575589813,1.07761386846504,2.93766153461338
